SS,Site,Depth,Depth,Tide,Tide
SS,Site,Min,Max,Min,Max
B-16.5,0020,0.1,11.4,-0.69,1.03
B-16.5,0021_R,11.3,14.5,-0.69,1.03
B-16.5,0022,1.8,4.4,-0.69,1.03
B-16.5,0029,2.7,4.8,-0.68,1.01
B-16.5,0030_R,12.4,16.9,-0.68,1.01
B-16.5,0031,1.4,3.6,-0.68,1.01
B-16.5,0032_R,5.4,7.4,-0.68,1.01
B-16.5,0033,4.7,11.4,-0.68,1.01
B-16.5,0034,2.3,5.6,-0.68,1.01
B-16.5,0037_R,0.1,0.4,-0.68,0.98
B-16.5,0038_R,0.1,0.3,-0.68,0.98
B-16.5,0039_R,0.1,0.4,-0.68,0.98
B-16.5,0040_R,0.1,0.3,-0.59,0.89
B-16.5,0041_R,0.1,0.5,-0.68,0.98
B-16.5,0044_R,0.2,0.4,-0.68,0.98
B-16.5,0045,5.3,6.9,-0.68,0.92
B-16.5,0046,1.9,4.4,-0.68,0.92
B-16.5,0047,6.5,7.5,-0.44,0.66
B-16.5,0047,6.5,7.5,-0.44,0.66
B-16.6,0023_R,1.5,3.0,-0.64,0.99
B-16.6,0024,0.7,1.5,-0.64,0.99
B-16.7,0003,0.5,4.0,-0.66,0.95
B-16.7,0006,0.6,3.6,-0.66,0.95
B-16.7,0008,0.5,5.6,-0.66,0.95
B-16.7,0012,2.0,6.6,-0.66,0.95
G-00PC1,0001,14.0,26.7,-0.94,1.29
G-00PC1,0002,17.4,20.5,-0.94,1.29
G-00PC1,0017,12.6,16.8,-0.90,1.29
G-00PC1,0023,18.8,20.8,-0.90,1.29
G-00PC1,0024,20.0,21.9,-0.90,1.29
G-00PC1,0025,20.6,24.0,-0.90,1.29
G-00PC1,0026,21.8,27.1,-0.90,1.29
G-00PC1,0027,21.2,24.0,-0.90,1.29
G-00PC1,0028,20.2,24.4,-0.90,1.29
G-00PC1,0029,7.1,19.3,-0.90,1.29
G-00PC1,0030,14.4,16.8,-0.90,1.29
G-00PC4,0066,0.4,10.7,-0.59,0.90
G-00PC6,0025,14.0,16.3,-0.94,1.27
G-00PC6,0026,13.8,17.1,-0.94,1.27
G-00PC6,0027,14.1,19.5,-0.94,1.27
G-00PC6,0030,15.1,20.4,-0.94,1.27
G-00PC6,0031,15.1,19.6,-0.94,1.27
G-00PC6,0032,17.8,21.4,-0.94,1.27
G-00PC6,0053,10.3,28.5,-0.94,1.27
G-00PC6,0054,14.2,18.0,-0.94,1.27
G-00PC6,0055,14.2,17.3,-0.94,1.27
G-00PC6,0056,16.7,20.0,-0.94,1.27
G-00PC6,0060,15.6,19.7,-0.94,1.27
G-00PC6,0061,17.3,20.7,-0.94,1.27
G-00PC6,0069,24.7,28.5,-0.94,1.27
G-00PC6,0070,24.0,28.6,-0.94,1.27
G-01.3,0001,1.1,1.3,-0.53,0.59
G-01.3,0002,1.5,1.8,-0.53,0.59
G-01.3,0003,1.6,1.8,-0.53,0.59
G-01.3,0004,1.8,2.1,-0.53,0.59
G-01.3,0005,1.9,2.3,-0.53,0.59
G-01.3,0006,1.7,1.9,-0.53,0.59
G-01.3,0007,0.9,1.3,-0.53,0.59
G-01.3,0008,1.0,1.4,-0.53,0.59
G-01.3,0009,0.9,1.3,-0.53,0.59
G-01.3,0010,1.3,1.6,-0.53,0.59
G-01.3,0011,1.7,1.9,-0.53,0.59
G-01.3,0012,2.3,2.8,-0.53,0.59
G-01.3,0013,3.2,3.5,-0.53,0.59
G-01.3,0014,3.1,3.5,-0.53,0.59
G-01.3,0015,1.9,2.3,-0.53,0.59
G-01.3,0016,1.8,2.2,-0.53,0.59
G-01.3,0017,1.3,1.6,-0.53,0.59
G-01.5,0031,4.2,4.2,-0.53,0.59
G-01.5,0032,3.5,3.8,-0.53,0.59
G-01.5,0033,2.5,2.9,-0.53,0.59
G-01.5,0034,2.2,2.5,-0.53,0.59
G-01.5,0035,1.9,2.3,-0.53,0.59
G-01.5,0036,1.8,2.2,-0.53,0.59
G-01.5,0037,1.2,1.6,-0.53,0.59
G-01.5,0038,1.4,1.8,-0.53,0.59
G-01.5,0039,4.9,5.4,-0.53,0.59
G-01.5,0040,3.2,3.6,-0.53,0.59
G-01.5,0041,5.3,5.7,-0.53,0.59
G-01.5,0042,5.6,5.8,-0.53,0.59
G-01.5,0043,6.9,7.2,-0.53,0.59
G-01.5,0044,5.6,5.9,-0.53,0.59
G-01.5,0045,10.8,11.2,-0.53,0.59
G-01.5,0046,9.9,10.3,-0.53,0.59
G-02.1,0014,1.0,2.3,-0.96,1.30
G-02.1,0015,0.4,4.2,-0.96,1.30
G-02.1,0016,1.5,3.8,-0.96,1.30
G-02.1,0017,0.4,4.1,-0.96,1.30
G-02.1,0018,1.0,2.3,-0.96,1.30
G-02.1,0019,1.1,3.1,-0.96,1.30
G-02.1,0020,0.5,2.1,-0.96,1.30
G-02.1,0021,0.3,2.3,-0.96,1.30
G-02.1,0022,0.9,2.7,-0.96,1.30
G-02.1,0023,1.2,3.9,-0.96,1.25
G-02.1,0024,4.8,6.6,-0.96,1.25
G-02.1,0044,0.7,3.4,-0.96,1.30
G-02.1,0045,1.2,2.8,-0.96,1.30
G-02.1,0056,4.0,5.3,-0.96,1.30
G-02.1,0057,3.6,10.3,-0.95,1.21
G-02.1,0058,9.9,13.4,-0.95,1.21
G-02.1,0059,6.1,13.1,-0.95,1.18
G-02.1,0060,5.2,10.5,-0.95,1.18
G-02.1,0061,3.0,3.0,-0.88,1.07
G-02.10E,0003,16.3,18.9,-0.96,1.29
G-02.10E,0018,12.5,15.3,-0.94,1.29
G-02.10E,0019,14.6,17.8,-0.94,1.29
G-02.10E,0020,16.1,19.3,-0.94,1.29
G-02.10E,0021,16.7,21.0,-0.94,1.29
G-02.10E,0022,17.6,21.1,-0.94,1.29
G-02.10E,0033,12.4,14.6,-0.94,1.29
G-02.10E,0034,13.2,18.1,-0.94,1.29
G-02.10E,0035,14.9,17.7,-0.94,1.29
G-02.10E,0036,13.0,15.4,-0.96,1.29
G-02.10E,0038,13.9,16.4,-0.96,1.25
G-02.10E,0039,14.9,17.3,-0.96,1.25
G-02.2,0002_ZG01A,1.0,4.5,-0.96,1.18
G-02.2,0003_ZG01A,0.6,1.5,-0.96,1.18
G-02.2,0004_ZG01A,0.8,2.3,-0.96,1.18
G-02.2,0005_ZG01A,0.7,1.3,-0.96,1.18
G-02.2,0006_ZG01A,0.4,2.0,-0.96,1.18
G-02.2,0007_ZG01A,0.9,1.7,-0.96,1.18
G-02.2,0008_ZG01A,0.9,1.6,-0.96,1.18
G-02.2,0009_ZG01A,1.2,1.8,-0.96,1.18
G-02.2,0010_ZG01A,0.8,1.6,-0.96,1.18
G-02.2,0011_ZG01A,0.7,1.6,-0.96,1.18
G-02.2,0012_ZG01A,0.6,2.3,-0.96,1.18
G-02.2,0013_ZG01A,0.7,1.7,-0.96,1.18
G-02.2,0014_ZG01A,0.9,1.5,-0.96,1.18
G-02.2,0015,0.8,1.4,-0.96,1.18
G-02.2,0016,0.3,1.5,-0.96,1.18
G-02.2,0018,0.6,1.2,-0.96,1.18
G-02.2,0019_ZG01A,0.7,1.4,-0.96,1.18
G-02.2,0020_ZG01A,0.5,1.8,-0.96,1.18
G-02.2,0024,0.6,0.8,-0.92,1.01
G-02.3,0010,0.5,2.3,-0.96,1.30
G-02.3,0011,0.5,2.5,-0.96,1.30
G-02.3,0012,0.4,2.8,-0.96,1.30
G-02.3,0013,0.3,2.5,-0.96,1.30
G-02.3,0014,0.7,2.4,-0.96,1.25
G-02.3,0061,0.5,2.1,-0.96,1.25
G-02.3,0063,1.4,2.0,-0.74,1.01
G-02.4,0004,0.4,1.6,-0.96,1.25
G-02.4,0005,0.3,1.7,-0.96,1.25
G-02.4,0006,0.2,1.9,-0.96,1.30
G-02.4,0009,0.3,1.8,-0.96,1.30
G-02.4,0059,0.4,2.0,-0.96,1.30
G-02.4,0060,0.4,2.4,-0.96,1.30
G-02.4,0062,0.9,2.4,-0.96,1.25
G-02.5,0001,0.3,4.1,-0.95,1.30
G-02.5,0002,0.2,2.1,-0.95,1.30
G-02.5,0003,0.3,2.5,-0.95,1.30
G-02.5,0004,0.5,2.6,-0.95,1.30
G-02.5,0005,0.6,4.8,-0.95,1.30
G-02.5,0007,1.3,1.3,-0.61,0.81
G-02.5,0045,0.8,4.0,-0.95,1.24
G-02.5,0046,1.5,3.1,-0.95,1.30
G-02.5,0047,0.7,2.9,-0.95,1.30
G-02.5,0048,1.4,3.1,-0.95,1.30
G-02.5,0049,1.3,4.5,-0.95,1.30
G-02.5,0061,1.0,4.9,-0.95,1.30
G-02.5,0062,1.5,3.8,-0.95,1.30
G-02.5,0063,2.1,3.8,-0.95,1.30
G-02.7E,0015,12.0,20.0,-0.96,1.29
G-02.7E,0016,13.1,15.2,-0.96,1.29
G-02.7E,0031,13.0,15.8,-0.96,1.29
G-02.7E,0032,13.8,16.2,-0.96,1.29
G-02.7E,0040,13.3,15.5,-0.93,1.18
G-02.7E,0041,13.4,15.6,-0.93,1.18
G-02.7E,0042,13.6,15.8,-0.93,1.18
G-02.9E,0006,16.0,19.3,-0.96,1.29
G-02.9E,0007,13.0,17.4,-0.96,1.29
G-02.9E,0008,14.0,17.5,-0.96,1.29
G-02.9E,0012,13.4,16.1,-0.96,1.29
G-02.9E,0014,13.2,15.7,-0.96,1.29
G-02.9E,0037,13.4,15.6,-0.96,1.25
G-03.1,0001_ZG02A,7.6,10.0,-0.94,1.20
G-03.1,0002_ZG02A,7.9,9.8,-0.94,1.20
G-03.1,0003_ZG02A,0.8,10.1,-0.94,1.20
G-03.1,0004_ZG02A,5.4,9.7,-0.94,1.20
G-03.1,0005_ZG02A,2.8,6.0,-0.94,1.20
G-03.1,0006_ZG02A,0.1,2.0,-0.94,1.20
G-03.1,0011_ZG02A,0.6,1.2,-0.86,1.13
G-03.1,0013_ZG02A,0.5,1.0,-0.86,1.13
G-03.1,0014_ZG02A,0.3,2.0,-0.86,1.13
G-03.2.1,0022,1.0,11.0,-0.94,1.20
G-03.2.1,0023,0.5,3.4,-0.94,1.20
G-03.2.1,0040,0.3,2.5,-0.89,1.12
G-03.2.1,0041,1.0,5.0,-0.94,1.20
G-03.2.1,0043,1.3,4.4,-0.94,1.20
G-03.2.1,0044,3.0,4.8,-0.94,1.20
G-03.2.1,0050_R,5.1,7.3,-0.94,1.20
G-03.2.1,0051_R,1.4,14.8,-0.94,1.20
G-03.2.2,0024,0.4,3.4,-0.93,1.19
G-03.2.2,0045,1.1,9.9,-0.93,1.19
G-04.10E,0062,19.7,24.2,-0.95,1.27
G-04.10E,0063,21.7,25.0,-0.95,1.27
G-04.10E,0064,22.5,28.4,-0.95,1.27
G-04.10E,0065,23.5,27.0,-0.95,1.27
G-04.10E,0066,23.9,27.7,-0.95,1.27
G-04.10E,0067,23.4,26.8,-0.95,1.27
G-04.10E,0068,23.0,25.3,-0.95,1.27
G-04.2,0001,0.5,1.2,-0.83,1.06
G-04.2,0015,0.8,1.7,-0.83,1.06
G-04.3E,0028,13.5,19.7,-0.94,1.26
G-04.3E,0029,14.5,26.4,-0.94,1.26
G-04.3E,0038,13.4,20.1,-0.94,1.26
G-04.3E,0039,17.6,20.4,-0.94,1.26
G-04.3E,0057,13.8,17.5,-0.94,1.26
G-04.3E,0058,13.7,17.3,-0.94,1.26
G-04.3E,0059,14.5,20.0,-0.94,1.26
G-04.3E,0073,17.5,20.2,-0.89,1.16
G-04.4E,0002,20.4,23.3,-0.94,1.26
G-04.4E,0003,20.1,24.7,-0.94,1.26
G-04.4E,0005,12.0,22.5,-0.94,1.26
G-04.4E,0006,19.1,24.1,-0.94,1.26
G-04.4E,0008,18.0,23.1,-0.94,1.26
G-04.4E,0009,17.9,21.2,-0.94,1.26
G-04.4E,0034,19.2,23.7,-0.94,1.26
G-04.4E,0035,2.0,26.1,-0.94,1.26
G-04.4E,0071,18.5,22.0,-0.89,1.16
G-04.4E,0072,20.7,23.0,-0.89,1.16
G-04.5E,0010,22.3,26.0,-0.94,1.27
G-04.5E,0011,21.4,24.1,-0.94,1.27
G-04.5E,0012,20.9,27.6,-0.94,1.27
G-04.5E,0013,23.3,25.7,-0.94,1.27
G-04.5E,0014,22.1,25.2,-0.94,1.27
G-04.5E,0015,23.9,26.8,-0.94,1.27
G-04.5E,0016,23.3,26.8,-0.94,1.27
G-04.5E,0017,23.1,29.4,-0.94,1.27
G-04.5E,0037,2.0,27.0,-0.94,1.27
G-04.6E,0018,22.9,26.5,-0.94,1.26
G-04.6E,0019,22.4,31.6,-0.94,1.26
G-04.6E,0020,21.4,28.5,-0.94,1.26
G-04.6E,0021,20.5,23.4,-0.94,1.26
G-04.6E,0022,20.3,26.4,-0.94,1.26
G-04.6E,0033,19.2,23.2,-0.94,1.26
G-04.6E,0036,21.7,25.1,-0.94,1.26
G-04.6E,0040,19.2,23.1,-0.94,1.26
G-04.6E,0041,20.9,25.0,-0.94,1.26
G-04.6E,0042,22.0,27.5,-0.94,1.26
G-04.6E,0074,20.7,23.1,-0.89,1.15
G-04.6E,0075,23.1,26.1,-0.89,1.15
G-04.7E,0001,20.5,23.8,-0.94,1.27
G-04.7E,0004,19.9,24.2,-0.94,1.27
G-04.7E,0007,18.3,28.8,-0.94,1.27
G-04.7E,0023,20.9,26.4,-0.94,1.27
G-04.7E,0024,18.3,28.9,-0.94,1.27
G-04.8E,0045,21.0,27.2,-0.95,1.27
G-04.8E,0046,18.5,28.9,-0.95,1.27
G-04.8E,0047,18.9,22.0,-0.95,1.27
G-04.8E,0048,19.2,22.6,-0.95,1.27
G-04.8E,0049,22.8,27.4,-0.95,1.27
G-04.9E,0043,24.0,28.5,-0.94,1.27
G-04.9E,0044,23.3,26.2,-0.94,1.27
G-04.9E,0050,24.1,27.0,-0.94,1.27
G-04.9E,0051,24.1,27.2,-0.94,1.27
G-04.9E,0052,24.1,26.9,-0.94,1.27
G-04.9E,0076,23.3,25.5,-0.89,1.10
G-04.9E,0077,22.1,24.6,-0.89,1.10
G-06.1,0005_ZG03A,0.3,2.3,-0.84,1.12
G-06.1,0013_ZG03A,0.4,2.2,-0.84,1.12
G-06.2,0002,0.1,1.5,-0.91,1.27
G-06.2,0005,1.0,1.9,-0.91,1.27
G-06.2,0007,0.2,2.0,-0.91,1.27
G-06.2,0010,0.1,1.3,-0.91,1.27
G-06.3,0003,0.6,1.3,-0.81,1.19
G-06.3,0004,1.3,1.8,-0.81,1.19
G-06.3,0005,0.5,1.5,-0.81,1.19
G-06.3,0013,0.4,1.3,-0.81,1.19
G-06.3,0014,1.0,1.5,-0.81,1.19
G-06.3,0015,0.5,1.3,-0.81,1.19
G-07.3E,0001,23.1,26.7,-0.94,1.26
G-07.3E,0002,24.4,27.9,-0.94,1.26
G-07.3E,0003,16.5,26.5,-0.94,1.26
G-07.3E,0004,23.4,26.3,-0.94,1.26
G-07.3E,0005,24.3,28.1,-0.94,1.26
G-07.3E,0006,25.2,27.8,-0.94,1.26
G-07.3E,0007,25.5,28.5,-0.94,1.26
G-07.3E,0008,25.6,29.0,-0.94,1.26
G-07.3E,0009,25.2,28.9,-0.94,1.26
G-07.3E,0010,26.2,30.5,-0.94,1.26
G-07.3E,0011,26.7,30.1,-0.94,1.26
G-07.3E,0012,27.3,30.9,-0.94,1.26
G-10.3,0003,0.6,1.5,-0.86,1.21
G-10.3,0004,0.1,2.3,-0.86,1.21
G-10.3,0009,0.3,1.1,-0.86,1.21
G-10.3,0010,0.5,1.5,-0.86,1.21
G-10.4,0046,0.8,1.3,-0.75,1.12
G-10.4.1,0001,1.2,2.1,-0.87,1.15
G-10.4.1,0004,0.3,1.5,-0.87,1.15
G-10.4.1,0005,0.5,1.2,-0.87,1.15
G-10.4.2,0002,0.3,4.3,-0.87,1.20
G-10.4.2,0003,0.4,1.2,-0.87,1.15
G-10.4.2,0006,0.5,1.3,-0.87,1.15
G-10.4.2,0007,0.4,1.3,-0.87,1.15
G-10.4.2,0008,0.6,1.3,-0.87,1.15
G-10.4.2,0009,0.3,1.5,-0.87,1.15
G-10.4.2,0010,0.4,1.9,-0.87,1.15
G-10.4.2,0011,0.9,1.7,-0.87,1.15
G-10.4.2,0012,0.7,1.4,-0.87,1.15
G-10.4.2,0013,0.4,1.5,-0.87,1.15
G-10.4.2,0014,0.4,1.8,-0.87,1.15
G-10.4.2,0015,0.9,1.6,-0.87,1.15
G-10.4.2,0016,0.9,1.7,-0.87,1.15
G-10.4.2,0017,0.4,1.8,-0.87,1.15
G-10.4.2,0021,1.0,2.0,-0.82,1.15
G-10.4.2,0022,1.4,2.0,-0.82,1.15
G-10.4.2,0023,1.4,2.1,-0.82,1.15
G-10.4.2,0036,3.8,4.3,-0.82,1.15
G-10.4.2,0037,3.5,3.9,-0.82,1.15
G-10.4.2,0038,2.0,4.5,-0.82,1.15
G-10.4.2,0047,0.5,1.2,-0.82,1.15
G-10.4.2,0048,0.4,1.2,-0.82,1.15
G-10.4.2,0049,0.6,1.1,-0.66,0.77
G-10.4.2,0050,0.3,1.0,-0.66,0.77
G-10.4.2,0051,0.6,1.1,-0.66,0.77
G-10.4.2,0052,0.7,1.2,-0.66,0.77
G-10.4.2,0053,1.2,1.7,-0.66,0.77
G-10.4.2,0054,1.8,2.3,-0.66,0.77
G-10.4.2,0055,6.4,6.8,-0.66,0.77
G-10.4.2,0056,5.9,7.9,-0.66,0.77
G-10.4.2,0057,8.2,8.6,-0.66,0.77
G-10.4.3,0018,0.8,1.6,-0.87,1.15
G-10.4.3,0019,1.2,2.1,-0.87,1.15
G-10.4.3,0020,1.1,2.0,-0.87,1.15
G-10.4.3,0024,1.8,4.2,-0.82,1.15
G-10.4.3,0025,1.6,4.2,-0.82,1.15
G-10.4.3,0026,1.4,2.2,-0.82,1.15
G-10.4.3,0027,1.2,2.1,-0.82,1.15
G-10.4.3,0033,1.4,2.5,-0.78,0.99
G-11.2,0001,0.4,4.0,-0.82,1.01
G-11.2,0006,0.4,3.1,-0.82,1.01
G-11.2,0010,0.4,3.5,-0.82,1.01
G-14.3,0002_ZG06,1.1,1.8,-0.66,0.96
G-14.3,0003_ZG06,1.3,1.8,-0.66,0.96
G-14.3,0007,0.6,0.9,-0.66,0.96
G-14.3,0009,0.5,0.8,-0.66,0.96
G-14.3,0011,0.4,0.8,-0.66,0.96
G-16,0001,0.6,1.1,-0.64,1.02
G-17,0004,1.1,2.0,-0.64,1.02
G-17,0005,0.5,1.0,-0.64,1.02
G-18,0012,0.5,1.3,-0.64,1.02
G-20.1,0044,12.2,14.4,-0.71,0.97
G-20.1,0046_ZG08_R,0.2,1.7,-0.65,0.94
G-20.1,0048,0.3,1.5,-0.60,0.93
G-20.1.1,0001,13.2,15.3,-0.71,1.00
G-20.1.1,0003,0.3,4.9,-0.71,1.00
G-20.1.1,0006,7.0,8.8,-0.71,1.00
G-20.1.1,0007,0.5,3.1,-0.71,1.00
G-20.1.1,0045_R,0.2,0.6,-0.65,0.94
G-20.1.3,0013,0.3,4.8,-0.71,1.00
G-20.1.3,0015,1.1,4.2,-0.71,1.00
G-20.1.3,0017,1.0,4.0,-0.71,1.00
G-20.1.3,0021_R,0.3,2.3,-0.71,1.00
G-20.1.3,0058_R,0.9,1.6,-0.54,0.77
G-20.2,0001,0.4,1.4,-0.67,0.97
G-20.2,0002,0.5,2.1,-0.67,0.97
G-20.2,0003,0.5,2.6,-0.67,0.97
G-20.2,0004,0.4,1.2,-0.67,0.97
G-20.2,0005,0.3,1.3,-0.67,0.97
G-20.2,0006,0.6,1.6,-0.67,0.97
G-20.2,0007,0.2,1.3,-0.67,0.97
G-20.2,0008,0.2,0.9,-0.67,0.97
G-20.2,0009,0.4,1.4,-0.67,0.97
G-20.2,0010,0.4,2.2,-0.67,0.97
G-20.2,0011,0.4,1.5,-0.67,0.97
G-20.2,0012,0.6,2.5,-0.67,0.97
G-20.2,0013,0.5,1.4,-0.67,0.97
G-20.2,0014_R,0.2,0.4,-0.67,0.97
G-20.2,0015_R,0.2,0.4,-0.64,0.94
G-20.2,0016,0.5,1.5,-0.64,0.94
G-20.2,0017,0.3,1.2,-0.64,0.94
G-20.3,0002,0.3,2.4,-0.70,0.99
G-20.3,0032,2.2,3.8,-0.70,0.99
G-20.3,0039,0.3,3.5,-0.70,0.99
G-20.3,0042,1.7,3.8,-0.70,0.99
G-20.3,0043,9.5,11.6,-0.70,0.96
G-20.3,0047_R,0.1,0.4,-0.63,0.94
G-20.3,0048_R,0.1,0.4,-0.63,0.94
G-20.3,0050,1.3,2.5,-0.60,0.92
G-20.3,0053_R,0.2,0.4,-0.63,0.86
G-21.1,0001,6.4,8.3,-0.64,0.91
G-21.1,0002,3.8,5.8,-0.64,0.91
G-21.1,0003,5.8,8.9,-0.64,0.91
G-21.1,0004,7.8,10.7,-0.64,0.91
G-21.1,0005,4.9,7.7,-0.64,0.91
G-21.1,0006,13.6,18.3,-0.64,0.91
G-21.1,0007,14.5,17.3,-0.64,0.91
G-21.1,0008,5.2,9.1,-0.64,0.91
G-21.1,0009,20.6,25.0,-0.64,0.91
G-21.1,0010_R,7.2,8.9,-0.56,0.68
G-21.1,0011_R,4.2,6.0,-0.56,0.68
G-21.1,0012_R,16.6,19.7,-0.56,0.68
G-21.1,0101,11.1,11.1,-0.32,0.34
G-21.1,0103,12.4,12.4,-0.32,0.34
G-21.1,0105,8.3,8.3,-0.32,0.34
G-21.1,0106,21.5,21.5,-0.32,0.34
G-21.1,0108_R,21.8,21.8,-0.32,0.34
G-21.1,0109_R,25.0,25.0,-0.32,0.34
G-21.1,0110_R,22.3,22.3,-0.32,0.34
G-21.1,0112_R,24.6,24.6,-0.32,0.34
G-21.2,0003,0.9,1.2,-0.52,0.80
G-21.2,0005,0.1,1.0,-0.52,0.80
G-21.2,0007,0.4,1.3,-0.52,0.80
G-21.2,0012,0.3,0.9,-0.52,0.80
G-21.2E,0001,23.1,25.4,-0.63,0.91
G-21.2E,0002,22.4,25.2,-0.63,0.91
G-21.2E,0003,28.4,32.2,-0.63,0.91
G-21.2E,0004,21.5,25.2,-0.63,0.91
G-21.2E,0005,29.7,32.3,-0.63,0.91
G-21.2E,0006,22.2,25.1,-0.63,0.91
G-21.2E,0007,23.6,35.1,-0.63,0.91
G-21.2E,0008,23.7,27.0,-0.63,0.91
G-21.2E,0009,35.3,38.3,-0.63,0.91
G-21.2E,0010,25.2,28.5,-0.63,0.91
G-21.2E,0011,32.7,36.3,-0.63,0.91
G-21.2E,0012,36.8,38.9,-0.63,0.91
G-21.2E,0013_R,11.1,15.2,-0.63,0.91
G-21.2E,0014_R,25.9,28.1,-0.63,0.91
G-21.2E,0015_R,36.5,39.1,-0.63,0.91
G-21.2E,0016,26.2,27.6,-0.56,0.73
G-21.2E,0017,28.7,30.0,-0.56,0.73
G-21.2E,0018,31.3,32.4,-0.56,0.73
G-21.2E,0019_R,36.2,38.9,-0.56,0.73
G-21.2E,0020_R,37.7,38.9,-0.56,0.73
G-21.2E,0021_R,40.2,41.6,-0.56,0.73
G-21.2E,0022_R,42.9,44.2,-0.56,0.73
G-21.2E,0023_R,44.8,46.6,-0.56,0.73
G-21.2E,0024_R,45.0,46.1,-0.56,0.73
G-21.2E,0103_R,34.1,34.1,-0.32,0.34
G-21.2E,0105_R,34.3,34.3,-0.32,0.34
G-21.2E,0107_R,37.5,37.5,-0.32,0.34
G-21.2E,0109_R,40.6,40.6,-0.32,0.34
G-21.2E,0112_R,42.3,42.3,-0.32,0.34
G-21.2E,0113_R,22.1,22.1,-0.32,0.34
G-21.2E,0114_R,33.9,33.9,-0.32,0.34
G-21.2E,0115_R,42.6,42.6,-0.32,0.34
G-21.2E,0119_R,40.0,40.0,-0.32,0.34
G-21.2E,0120_R,41.6,41.6,-0.32,0.34
G-21.2E,0121_R,45.8,45.8,-0.32,0.34
G-21.2E,0122_R,46.9,46.9,-0.32,0.34
G-21.2E,0123_R,47.9,47.9,-0.32,0.34
G-21.2E,0124_R,48.1,48.1,-0.32,0.34
G-21.3,0002_ZG11,0.1,1.5,-0.49,0.78
G-21.3,0005,0.1,0.7,-0.49,0.78
G-21.3,0007,0.1,1.0,-0.49,0.78
G-21.3,0009,0.1,0.8,-0.49,0.78
G-22.1E,0001,27.9,28.7,-0.51,0.67
G-22.1E,0002,29.9,31.2,-0.51,0.67
G-22.1E,0003,31.8,32.2,-0.51,0.67
G-22.1E,0004,32.9,33.4,-0.51,0.67
G-22.1E,0005,33.3,33.8,-0.51,0.67
G-22.1E,0006,35.8,36.1,-0.51,0.67
G-22.1E,0007,36.9,37.9,-0.51,0.67
G-22.1E,0008,37.4,38.1,-0.51,0.67
G-22.5,0024,0.3,1.0,-0.53,0.79
G-22.6,0001,0.9,4.8,-0.53,0.79
G-22.6,0002,0.4,0.6,-0.53,0.79
G-22.6,0003,0.2,0.8,-0.53,0.79
G-22.6,0004,0.5,0.9,-0.53,0.79
G-22.6,0006,0.2,0.9,-0.53,0.79
G-22.6,0007_ZG11A,0.4,0.7,-0.53,0.79
G-22.6,0008_ZG11A,0.6,0.9,-0.53,0.79
G-22.6,0009_ZG11A,0.8,1.3,-0.53,0.79
G-22.6,0010_ZG11A,0.8,1.2,-0.53,0.79
G-22.6,0011_ZG11A,0.6,1.1,-0.53,0.79
G-22.6,0012_ZG11A,0.5,0.9,-0.53,0.79
G-22.6,0013_ZG11A,0.5,0.8,-0.53,0.79
G-22.6,0014_ZG11A,0.3,0.8,-0.53,0.79
G-22.6,0015_ZG11A,0.4,1.0,-0.53,0.79
G-22.6,0019,0.5,1.1,-0.53,0.79
G-22.6,0020,0.5,0.9,-0.53,0.79
G-22.9,0001,1.0,9.5,-0.53,0.86
G-22.9,0004,1.6,7.0,-0.53,0.86
G-22.9,0006,2.5,5.3,-0.47,0.82
G-22.9,0007,0.1,3.5,-0.53,0.86
G-22.9,0012,0.6,4.0,-0.53,0.86
G-22.9,0013,3.8,4.5,-0.53,0.86
G-24.2,0018,1.5,1.5,-0.51,0.71
G-24.2,0020,0.4,1.0,-0.51,0.71
G-24.2,0023,0.6,1.5,-0.51,0.71
G-24.2,0027,0.6,1.3,-0.51,0.71
G-24.2,0033,1.0,1.0,-0.51,0.71
G-24.2.1,0022,0.4,1.5,-0.58,0.89
G-24.2.1,0029,0.4,1.3,-0.58,0.89
G-24.2.1,0036,0.4,2.6,-0.58,0.89
G-24.2.1,0040,0.3,1.3,-0.58,0.89
G-24.2.2,0005_R,1.0,7.8,-0.58,0.89
G-24.2.2,0006,0.4,2.0,-0.58,0.89
G-24.2.2,0013,0.3,1.6,-0.58,0.89
G-24.2.2,0014,0.4,1.3,-0.58,0.89
G-24.2.2,0016,0.5,1.4,-0.58,0.89
G-24.2.2,0025,0.3,1.5,-0.58,0.89
G-24.2.2,0041,0.4,1.3,-0.58,0.89
G-24.2.2,0042,0.4,1.4,-0.55,0.68
G-24.2.2,0043,0.7,1.2,-0.51,0.65
G-24.5E,0001,16.9,18.6,-0.58,0.87
G-24.5E,0002,15.0,16.5,-0.58,0.87
G-24.5E,0003,20.1,22.5,-0.58,0.87
G-24.5E,0004,18.5,21.1,-0.58,0.87
G-24.6E,0005_R,20.3,25.0,-0.58,0.87
G-24.6E,0006,18.4,20.7,-0.58,0.87
G-24.6E,0007,15.0,16.2,-0.58,0.87
G-24.6E,0008_R,11.2,12.6,-0.58,0.87
G-24.6E,0009_R,13.6,14.9,-0.58,0.87
G-24.6E,0010,17.0,18.4,-0.58,0.87
G-24.6E,0011,21.7,23.5,-0.58,0.87
G-24.6E,0012_R,20.9,22.7,-0.58,0.87
G-24.6E,0013_R,23.9,27.1,-0.58,0.87
G-24.6E,0014,22.1,24.9,-0.58,0.87
G-24.6E,0015,18.2,21.3,-0.58,0.87
